藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
84077,Bowl,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,2 3/4 x 4 3/4 inches (7 x 12.1 cm),Enamels on copper alloy,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/RLptY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/84077
84085,Cup,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1 7/8 x 3 inches (4.8 x 7.6 cm),Enamels on copper alloy,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/angxv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/84085
84088,Saucer,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,"Height: 5/8 inches (1.6 cm)
Diameter: 4 3/4 inches (12.1 cm)",Enamels on copper alloy,,"Bequest of Constance A. Jones, 1988","https://iiif.micr.io/RpPoA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/84088
86532,Carpet,Artist/maker unknown,Late 19th - early 20th century,Qing Dynasty (1644-1911),Textiles,Approximately: 9 feet 1/4 inches × 6 feet (274.9 × 182.9 cm),Silk,,"Gift of Dr. and Mrs. Paul G. Ecker, 1991","https://iiif.micr.io/elhxN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/86532
119723,Ewer,Artist/maker unknown,16th century,Ming Dynasty (1368-1644),Containers,12 x 6 3/4 x 6 3/4 inches (30.5 x 17.1 x 17.1 cm),"Porcelain with underglaze decoration, blue-and-white",,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/zaJkq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119723
120964,Saucer,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,9/16 x 3 1/16 x 3 3/4 inches (1.4 x 7.7 x 9.6 cm),Painted enamels on copper,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/BmzoS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120964
120965,Saucer,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,9/16 x 3 1/16 x 3 3/4 inches (1.4 x 7.7 x 9.6 cm),Painted enamels on copper,,"The General Hector Tyndale Memorial Collection, 1897","https://iiif.micr.io/iVDed/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120965
124012,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,35 1/4 x 13 3/8 inches (89.5 x 34 cm),Porcelain with overglaze polychrome enamels and gilding (Canton enamels),,"The Bloomfield Moore Collection, 1899","https://iiif.micr.io/FMYRJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/124012
124254,Vase,Artist/maker unknown,First half of 19th century,Qing Dynasty (1644-1911),Containers,5 7/16 x 2 1/2 inches (13.8 x 6.4 cm),"Glazed porcelain, monochrome",,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/oHZnz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/124254
126584,Camel,Artist/maker unknown,618-907,Tang Dynasty (618-907),Sculpture,18 1/4 × 9 7/16 × 16 15/16 inches (46.4 × 24 × 43 cm),Earthenware with slip and painted decoration,,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1962","https://iiif.micr.io/MeQJD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/126584
129923,Holder,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,11 7/8 x 3 3/4 x 3 inches (30.2 x 9.5 x 7.6 cm),Pewter,,"The Dr. Robert H. Lamborn Collection, 1903","https://iiif.micr.io/wfyuz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/129923
136175,Lampstand (Dengtai),Artist/maker unknown,20th century,,Furniture/Furnishings,6 feet 2 inches × 12 1/4 inches (188 × 31.1 cm),Asian hardwood (huanghuali); modern silk shade,,"Gift of Alice Boney, 1959","https://iiif.micr.io/SljSI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/136175
142811,Fan,Artist/maker unknown,c. 1820,Qing Dynasty (1644-1911),Costume (including accessories),Length: 7 1/2 inches (19 cm),"Cpiereced ivory, blue silk ribbon",,"Gift of Capt. J. L. Wilson, 1919","https://iiif.micr.io/KkSzw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/142811
143037,Jarlet,Artist/maker unknown,618-907,Tang Dynasty (618-907),Containers,Height: 3 1/4 inches (8.3 cm),Glazed stoneware,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/dUgBO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143037
143039,Jarlet,Artist/maker unknown,618-907,Tang Dynasty (618-907),Containers,Height: 3 1/8 inches (8 cm),Glazed stoneware,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/kVhof/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143039
143175,Lion,Artist/maker unknown,618-907,Tang Dynasty (618-907),Sculpture,2 1/2 x 4 1/2 inches (6.4 x 11.5 cm),Earthenware with painted decoration,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/WCUYZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143175
143203,Pendant,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Jewelry,1 7/8 x 8 inches (4.8 x 20.3 cm),Nephrite jade,,"Gift of Mrs. David Townsend in memory of her husband, 1919","https://iiif.micr.io/nAzEW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143203
143608,Chair,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,45 3/8 x 22 3/4 x 26 inches (115.3 x 57.8 x 66 cm),Teakwood with mother-of-pearl inlay and marble,,"Purchased with Museum funds, 1876","https://iiif.micr.io/CAJjO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143608
143609,Chair,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,45 3/8 x 22 3/4 x 26 inches (115.3 x 57.8 x 66 cm),Teakwood with mother-of-pearl inlay and marble,,"Purchased with Museum funds, 1876","https://iiif.micr.io/aEyuA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/143609
144497,Peonies,Artist/maker unknown,Late 18th - 19th century,Qing Dynasty (1644-1911),Paintings,"image: 53 9/16 × 26 inches (136 × 66 cm)
overall with mounting: 117 1/2 inches × 32 3/8 inches (298.5 × 82.2 cm)",Ink and color on paper; hanging scroll,,"Gift of the Associate Committee of Women, 1926","https://iiif.micr.io/gdEsT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/144497
157617,Bowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,1 7/8 x 6 1/4 inches (4.8 x 15.8 cm),"Glazed stoneware with relief decoration, celadon glaze",,"Gift of Charles H. Ludington from the George Crofts Collection, 1925","https://iiif.micr.io/jSByR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/157617
162454,Boar,Artist/maker unknown,First half of 8th century,Tang Dynasty (618-907),Sculpture,3 1/8 × 7 7/8 × 2 3/4 inches (7.9 × 20 × 7 cm),Glazed earthenware,,"The Sallie Crozer Hilprecht Collection, 1929","https://iiif.micr.io/ANrYG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/162454
163244,Table,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,35 7/16 × 15 3/4 inches (90 × 40 cm),Asian hardwood (huanghuali); porcelain medallions with overglaze enamel decoration,,"Purchased with Museum funds, 1929","https://iiif.micr.io/ivXPp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/163244
167331,Fan,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Costume (including accessories),14 15/16 x 10 1/4 inches (38 x 26 cm),"Painted silk, black lacquered handle",,"Gift of George H. Macauley, 1931","https://iiif.micr.io/zSiBd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/167331
168139,Vase,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,8 3/4 x 4 5/8 inches (22.2 x 11.7 cm),Glass with carved decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/tvgfj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168139
168434,Mountain,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Sculpture,6 x 8 inches (15.2 x 20.3 cm),Jade (chloromelanite); wood stand,,"Gift of Mr. and Mrs. Douglas J. Cooper, 1979","https://iiif.micr.io/zbxZK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168434
168437,Pendant,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Jewelry,2 5/8 x 1 1/2 inches (6.7 x 3.8 cm),Hornbill ivory with carved decoration,,"Gift of Mrs. Benjamin S. Linfoot in memory of Mabel Steele Jones, 1969","https://iiif.micr.io/GIZjb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168437
168508,Mountain,Artist/maker unknown,18th century or later,Qing Dynasty (1644-1911),Sculpture,1 5/8 x 1 1/8 inches (4.1 x 2.9 cm),Emerald; wood stand,,"Gift of Mr. and Mrs. Douglas J. Cooper, 1979","https://iiif.micr.io/JOnVk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168508
168995,Cabinet,Artist/maker unknown,Late 18th - early 19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,68 1/8 x 34 5/8 inches (173 x 88 cm),Asian hardwood (zitan) and cedar (zhen nan) with relief decoration; brass fittings,,"Purchased with Museum funds, 1929","https://iiif.micr.io/PDxfv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/168995
171698,Fan,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),Height: 11 1/8 inches (28.2 cm),"Painted paper, ivory, silk, sandalwood",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/ybJgP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/171698
173072,Chest,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,17 11/16 × 34 × 23 5/8 inches (45 × 86.4 × 60 cm),"Lacquered leather with embossed and gilded decoration, brass fittings, wood stand",,"Gift of Edward B. Robinette, 1929","https://iiif.micr.io/RfVnA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173072
178708,Nandina,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Prints,"Sheet: 10 5/8 x 10 1/4 inches (27 x 26.1 cm)
Mount: 19 x 13 7/16 inches (48.2 x 34.2 cm)",Color woodcut,,"Purchased with the Francis T. S. Darley Fund, 1932","https://iiif.micr.io/CIrdj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/178708
184636,Robe,Artist/maker unknown,Late 19th century,,Costume (including accessories),Center Back Length: 41 inches (104.1 cm),Orange/red silk satin with multicolored silk embroidery and gold metallic couching; pale orange silk satin with multicolored silk embroidery; black silk satin with blue and white silk embroidery and gold metallic couching; black silk satin; black cotton twill; flat round openwork brass-colored metal buttons; bright blue silk plain weave,,"Gift of Miss Eleanor Witmer, 1971","https://iiif.micr.io/YJxFY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/184636
191022,Jar,Artist/maker unknown,618-907,Tang Dynasty (618-907),Containers,1 1/4 x 1 5/8 inches (3.2 x 4.1 cm),Glass,,"Gift of R. Hatfield Ellsworth, 1972","https://iiif.micr.io/RkSNq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/191022
191197,Fan,Artist/maker unknown,Mid- 19th to 20th century,Qing Dynasty (1644-1911),Costume (including accessories),Length: 20 inches (50.8 cm),"Hand-painted chicken and peacock feathers, pierced wood",,"Gift of Mr. and Mrs. Rodolphe Meyer de Schauensee, 1978","https://iiif.micr.io/snoSR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/191197
192094,Fan,Artist/maker unknown,Third quarter of 19th century,Qing Dynasty (1644-1911),Costume (including accessories),8 1/4 x 15 inches (21 x 38.1 cm),"Hand-painted silk with silk embroidery, ivory sticks and carved guards, metal loop with silk tassels",,"Gift of the estate of Mrs. Charles S. Bromley, 1971","https://iiif.micr.io/AMfTZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/192094
195149,Fan,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),16 1/2 x 10 1/2 inches (41.9 x 26.7 cm),"Silk satin with embroidery, carved and lacquered wood frame and handle",,"Gift of Mrs. Helen J. Airgood, 1962","https://iiif.micr.io/KsVve/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/195149
195575,Jar,Artist/maker unknown,1271-1368,Yuan Dynasty (1271-1368),Containers,12 3/16 x 12 13/16 inches (30.9 x 32.5 cm),Stoneware with underglaze slip decoration (Cizhou ware),,"Gift of Mrs. Maurice D. Youngman in memory of Benjamin H. Ray, 1941","https://iiif.micr.io/ealdg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/195575
201652,Saggar,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Tools/Equipment,5 7/8 x 7 7/8 inches (15 x 20 cm),Stoneware,,"Gift of James Marshall Plumer, 1946","https://iiif.micr.io/yGoBs/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/201652
207103,Bowl,Artist/maker unknown,16th century,Ming Dynasty (1368-1644),Containers,3 1/8 x 7 7/8 inches (8 x 20 cm),Glazed stoneware (Celadon ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/fnLyZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207103
207238,Dish,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,3/4 x 5 1/2 inches (1.9 x 14 cm),Glazed porcelain (Ding ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/bnwQR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207238
207301,Bowl,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,3 11/16 x 9 7/16 inches (9.4 x 23.9 cm),Glazed porcelain metal band around rim (Ding ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/NyZCY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207301
207441,Bowl,Artist/maker unknown,12th century,Song Dynasty (960-1279),Containers,2 9/16 x 5 7/8 inches (6.5 x 15 cm),Glazed porcelain with mold-impressed relief decoration; metal band around rim (T'u Ting ware),,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/FDjCG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207441
207947,Bowl,Artist/maker unknown,Early 20th century,,Containers,3 x 6 1/4 inches (7.6 x 15.9 cm),Porcelain with overglaze enamel decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/hdXwa/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207947
208229,Jardiniere,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,4 7/8 x 6 7/8 inches (12.4 x 17.5 cm),"Porcelain, monochrome ware with white glaze and molded decoration",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/iKhiz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/208229
208248,Vase,Artist/maker unknown,618-907,Tang Dynasty (618-907),Containers,2 3/8 x 2 5/8 inches (6 x 6.7 cm),Stoneware with underglaze incised decoration,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/yioeE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/208248
210188,Cup,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,1 3/8 x 4 3/8 inches (3.5 x 11.1 cm),Jade,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/rqWPt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210188
210195,Vase,Artist/maker unknown,19th or early 20th century,Qing Dynasty (1644-1911),Containers,2 3/4 x 1 1/4 inches (7 x 3.1 cm),Jade,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/VpXRW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210195
210524,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,4 x 8 inches (10.2 x 20.3 cm),Porcelain with overglaze enamel decoration and gilding,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/IDtrt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210524
210526,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,4 x 8 inches (10.2 x 20.3 cm),Porcelain with overglaze enamel decoration and gilding,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/cUpsb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210526
244379,Cup,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 9/16 × 2 15/16 inches (4 × 7.5 cm),Glazed porcelain,,"Gift of Mrs. Howard H. Lewis, 1964","https://iiif.micr.io/WnVnv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/244379
265335,Tray,Artist/maker unknown,Early 15th century,Ming Dynasty (1368-1644),Containers,2 1/16 × 13 7/16 inches (5.2 × 34.1 cm),Lacquered wood with carved decoration (tixi),<i>Tixi</i> is a technique in which multiple layers of different-colored lacquers are carved at an angle to create a decorative striated effect.,"Gift of J. T. Tai, 1979","https://iiif.micr.io/lHONu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/265335
268106,Duck,Artist/maker unknown,Early to mid-19th century,Qing Dynasty (1644-1911),Sculpture,11 1/2 × 5 1/2 × 8 3/8 inches (29.2 × 14 × 21.3 cm),Polychrome porcelain with overglaze enamel decoration,,"Bequest of George D. Widener, 1972","https://iiif.micr.io/VAakf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/268106
327803,Brush,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Tools/Equipment,"Overall (Height): 9 1/8 inches (23.1 cm)
Handle (Height): 4 3/8 inches (11.1 cm)",Huanghuali wood,,"Purchased with the Louise Lux-Scion fund, 2013","https://iiif.micr.io/ANEFV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/327803
37457,Vase,Artist/maker unknown,Late18th-early 19th century,Qing Dynasty (1644-1911),Containers,12 x 5 11/16 inches (30.5 x 14.5 cm),Glazed porcelain with overglaze enamel decoration,"This vase was purchased from the display of merchant banker and collector of ancient Chinese art Hu Kwang Yung at the Centennial Exposition in Philadelphia in 1876. Hu's exhibit received three awards for its porcelains, plain silks, cloisonnés, and bronzes.","Purchased with Museum funds, 1876","https://iiif.micr.io/REyOD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37457
37458,Jar,Artist/maker unknown,16th - 17th century,Ming Dynasty (1368-1644),Containers,14 5/16 x 9 1/4 inches (36.4 x 23.5 cm),Glazed porcelain with overglaze enamel decoration of cranes and clouds (wucai),This jar was purchased from Hu Kwang Yung's exhibit at the Centennial Exposition in Philadelphia in 1876.,"Purchased with Museum funds, 1876","https://iiif.micr.io/JHTvJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37458
37665,Vase,Artist/maker unknown,Early 17th century,Qing Dynasty (1644-1911),Containers,8 1/4 x 5 1/4 inches (21 x 13.4 cm),Glazed porcelain,,"The Bloomfield Moore Collection, 1882","https://iiif.micr.io/VXCRc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37665
37994,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,12 1/16 x 7 5/16 inches (30.7 x 18.5 cm),Porcelain with overglaze enamel decoration,,"Gift of Dr. Francis W. Lewis, 1893","https://iiif.micr.io/IbQGz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37994
38594,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,15 9/16 x 4 inches (39.5 x 10.2 cm),"Porcelain with flambé glaze
",,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/lfzcw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38594
38595,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,15 3/4 x 8 1/16 inches (40 x 20.5 cm),Porcelain with flambé glaze,,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/IuNah/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38595
38603,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,6 11/16 x 3 15/16 inches (17 x 10 cm),"Porcelain, monochrome with coral red glaze",,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/Lqzxz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38603
38608,Teapot,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,3 9/16 x 3 3/8 inches (9 x 8.5 cm),Porcelain with underglaze blue decoration,,"Bequest of Dr. Francis W. Lewis, 1902","https://iiif.micr.io/wwcxc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38608
39276,Vase,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,12 5/16 x 8 13/16 inches (31.2 x 22.4 cm),"Glazed porcelain, monochrome with dark blue glaze",,"Bequest of Edward S. Clarke, 1904","https://iiif.micr.io/fXgeg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39276
39277,Jar,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,13 3/16 x 9 5/8 inches (33.5 x 24.5 cm),"Glazed porcelain, monochrome with flambé glaze",,"Bequest of Edward S. Clarke, 1904","https://iiif.micr.io/CoxBK/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39277
39282,Vase,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,11 1/4 x 5 15/16 inches (28.5 x 15.1 cm),Porcelain with underglaze blue decoration,,"Bequest of Edward S. Clarke, 1904","https://iiif.micr.io/ScanP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39282
39318,Dish,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,Width: 8 1/8 inches (20.7 cm),Porcelain with overglaze enamel decoration,,"Gift of Alfred Duane Pell, 1905","https://iiif.micr.io/BveXO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39318
39674,Jar,Artist/maker unknown,Mid- 18th century,Qing Dynasty (1644-1911),Containers,5 5/8 x 4 9/16 inches (14.3 x 11.6 cm),"Glazed porcelain with crackled green glaze, monochrome",,"Gift of Mrs. Charles Platt, 1909","https://iiif.micr.io/rHicB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39674
39694,Vase,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Containers,21 3/4 x 15 x 14 3/4 inches (55.2 x 38.1 x 37.5 cm),"Cloisonné on copper, teakwood",,"Bequest of Miss Mary Lewis, 1909","https://iiif.micr.io/ceOVJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39694
39805,Brooch,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Jewelry,5 3/16 × 2 15/16 inches (13.2 × 7.5 cm),Silver,,"Gift of C. Hartman Kuhn, 1913","https://iiif.micr.io/McoNc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/39805
40166,Ornament,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Sculpture,1 1/4 x 2 1/16 inches (3.2 x 5.2 cm),Jade (jadite),,"Gift of Mrs. David Townsend in memory of her husband, 1919","https://iiif.micr.io/SYocc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40166
40472,Bowl,Artist/maker unknown,1271-1368,Yuan Dynasty (1271-1368),Containers,2 x 4 5/16 inches (5.1 x 11 cm),Glazed stoneware (Ongquan celadon ware),,"Purchased with the Bloomfield Moore Fund, 1921","https://iiif.micr.io/atzQy/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40472
40752,Medallion,Artist/maker unknown,618-907,Tang Dynasty (618-907),Sculpture,Diameter: 1 7/8 inches (4.7 cm),Ceramic,,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/TpUdI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40752
40800,Jar,Artist/maker unknown,960-1279,Song Dynasty (960-1279),Containers,4 5/16 × 5 1/8 inches (11 × 13 cm),Stoneware with brown glaze (Northern ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/DWpXh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40800
40806,Pillow,Artist/maker unknown,1115-1234,Jin Dynasty (1115-1234),Furniture/Furnishings,6 15/16 × 11 1/2 × 11 5/8 inches (17.7 × 29.2 × 29.5 cm),Stoneware with underglaze incised and slip decoration (Cizhou ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/gMmYP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40806
40876,Bowl,Artist/maker unknown,1115-1234,Yuan Dynasty (1271-1368),Containers,2 7/8 x 7 1/2 inches (7.3 x 19 cm),Glazed stoneware (Jun ware),,"Gift of Charles H. Ludington from the George Crofts Collection, 1923","https://iiif.micr.io/aFQDO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40876
41460,Bowl,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,1 3/4 x 5 3/16 inches (4.4 x 13.1 cm),Glazed porcelain,,"Gift of Lydia Thompson Morris, 1925","https://iiif.micr.io/ZSCRW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41460
41613,Plate,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Containers,1 3/16 x 8 1/8 inches (3 x 20.7 cm),Porcelain with underglaze blue decoration,,"Bequest of Alfred Duane Pell, 1925","https://iiif.micr.io/KdxiP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/41613
42372,Bowl,Artist/maker unknown,1271-1368,Yuan Dynasty (1271-1368),Containers,2 5/8 x 6 7/8 inches (6.7 x 17.5 cm),Glazed stoneware (Celadon ware),,"Gift of Langdon Warner in memory of Dean C. Worcester, 1929","https://iiif.micr.io/HzeMM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42372
42400,Chest,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Furniture/Furnishings,17 11/16 × 34 × 23 5/8 inches (45 × 86.4 × 60 cm),"Lacquered leather with embossed and gilded decoration, brass fittings, wood stand",,"Gift of Edward B. Robinette, 1929","https://iiif.micr.io/UVqRG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42400
42551,Belthook,Artist/maker unknown,1644-1911,Qing Dynasty (1644-1911),Costume (including accessories),2 9/16 x 7/8 inches (6.5 x 2.2 cm),Jade,,"Gift of Joseph Wasserman, 1929","https://iiif.micr.io/oGpcX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42551
42613,Landscape,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Paintings,"image: 29 3/4 × 13 inches (75.5 × 33 cm)
overall with mounting: 106 11/16 x 24 3/8 inches (271 x 61.9 cm)",Ink and color on silk; hanging scroll,,"Purchased with funds contributed by Edward B. Robinette from the Simkhovitch Collection, 1929","https://iiif.micr.io/LxQOC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42613
