藏品编号,藏品名称,作者,时间,朝代,类别,尺寸,媒介,摘要,信用信息,图片链接,详情链接
160833,Vase,Artist/maker unknown,c. 1790,Qing Dynasty (1644-1911),Containers,10 × 5 inches (25.4 × 12.7 cm),Hard-paste porcelain with underglaze and gilt decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/FbsgZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160833
173357,Prune,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,12 7/16 × 11 13/16 inches (31.6 × 30 cm),Album leaf; watercolor on paper,,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/kSxwt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173357
173378,Manchu,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,13 5/8 × 9 13/16 inches (34.6 × 25 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/BOrVT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173378
173394,Chrysanthemum,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,10 5/8 × 9 5/8 inches (27 × 24.5 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/VpgRA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173394
173407,Peony,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,15 3/8 × 12 5/16 inches (39 × 31.2 cm),"Watercolor on paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/GZPbl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173407
173408,Brassica,Artist/maker unknown,Late 19th century,Qing Dynasty (1644-1911),Paintings,14 3/16 × 10 1/4 inches (36 × 26 cm),"Watercolor on  paper, mounted on Bristol paper",,"Gift of Mrs. Hampton L. Carson, 1929","https://iiif.micr.io/PuKcb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/173408
179718,Board game print,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Prints,Image: 13 3/16 × 13 1/4 inches (33.5 × 33.6 cm),Color woodcut,,"Gift of Mrs. Frank Thorne Patterson, 1933","https://iiif.micr.io/sSMoo/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/179718
183703,Embroidered Sleeve Band,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Textiles,21 1/8 x 5 5/8 inches (53.7 x 14.3 cm),"Silk satin with silk embroidery in satin, Peking knot, laid, and outline stitches
",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940","https://iiif.micr.io/XGGeG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/183703
183704,Embroidered Sleeve Band,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Textiles,19 x 6 1/2 inches (48.3 x 16.5 cm),Silk satin with silk embroidery in satin and outline stitches,,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940","https://iiif.micr.io/bjYcU/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/183704
183721,Embroidered Sleeve Band,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Textiles,20 1/2 x 2 7/8 inches (52.1 x 7.3 cm),"Silk satin with silk embroidery in Peking, satin, and couching stitches
",,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940","https://iiif.micr.io/CFwai/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/183721
185333,Woman's Short Robe,Artist/maker unknown,Late 19th century,,Costume (including accessories),37 1/4 x 51 5/8 inches (94.6 x 131.1 cm),Garnet-colored silk damask; blue silk plain weave,,"Purchased with the John T. Morris Fund from the Carl Schuster Collection, 1940","https://iiif.micr.io/ZmhqB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/185333
191023,Mythical Animal (Bixie),Artist/maker unknown,907-960,Five Dynasties (907-960),Sculpture,1 3/4 x 2 1/2 x 1/4 inches (4.4 x 6.4 x 0.6 cm),Jade (nephrite),,"Gift of Rodman A. Heeren in memory of his mother, Fernanda Wanamaker Munn, 1965","https://iiif.micr.io/Loghb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/191023
194069,Vase and Cover,Artist/maker unknown,Early 18th century,Qing Dynasty (1644-1911),Containers,10 5/8 × 4 3/4 inches (27 × 12 cm),"Glazed porcelain, powder blue glaze",,"Gift of Mrs. Edward H. Feenessy in memory of Horace Trumbauer, 1941","https://iiif.micr.io/TKKdE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/194069
198113,Entertainer,Artist/maker unknown,Second half of 19th century,Qing Dynasty (1644-1911),Paintings,5 1/2 × 3 7/8 inches (14 × 9.8 cm),Watercolor on pith paper,,"Bequest of Mrs. Winifred Bell, 1937","https://iiif.micr.io/rIldg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/198113
198139,Entertainer,Artist/maker unknown,1840,Qing Dynasty (1644-1911),Paintings,6 15/16 × 3 15/16 inches (17.7 × 10 cm),Watercolor on pith paper,,"Bequest of Mrs. Winifred Bell, 1937","https://iiif.micr.io/GeiCr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/198139
207090,Vase and Stand,Artist/maker unknown,1368-1644,Ming Dynasty (1368-1644),Containers,3 15/16 × 2 7/16 inches (10 × 6.2 cm),"Glazed porcelain, celadon glaze",,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/vdIZb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207090
208070,Fan and Box,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Costume (including accessories),9 1/2 x 18 inches (24.1 x 45.7 cm),"Fan: Silk plain weave with silk embroidery, carved and pierced wood sticks and guards, silk tassels and cord
Box: Lacquered wood",,"Gift of Mrs. H. Gates Lloyd, 1963","https://iiif.micr.io/AbAmy/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/208070
210193,Box and Cover,Artist/maker unknown,19th or early 20th century,Qing Dynasty (1644-1911),Containers,1 x 1 5/8 inches (2.6 x 4.1 cm),Jade,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/bjgWY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210193
210294,Bottle and Stopper,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,2 7/8 x 1 3/8 inches (7.3 x 3.5 cm),Porcelain with overglaze enamel decoration; tourmaline stopper; ivory spoon,,"Gift of Major General and Mrs. William Crozier, 1944","https://iiif.micr.io/MUyQZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/210294
232175,Two Pillar Rugs,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Textiles,Each: 10 feet 8 inches x 2 feet 6 inches (325 x 76 cm),Wool,,"Purchased with the Francis T. S. Darley Fund, 1920","https://iiif.micr.io/MiuyB/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/232175
232177,Two Pillar Rugs,Artist/maker unknown,18th century,Qing Dynasty (1644-1911),Textiles,"1920-45-3: 10 feet 7 inches x 2 feet 7 1/2 inches (323 x 80 cm)
1920-45-3a: 10 feet 8 1/2 inches x 2 feet 6 1/2 inches (326 x 78 cm)",Knotted wool,,"Purchased with the Francis T. S. Darley Fund, 1920","https://iiif.micr.io/fPQNE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/232177
265953,Horse and Rider,Artist/maker unknown,618-907,Tang Dynasty (618-907),Sculpture,1 7/8 x 1 3/8 inches (4.8 x 3.5 cm),Gilded bronze,,"Gift of Mr. and Mrs. Douglas J. Cooper, 1979","https://iiif.micr.io/dYfAX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/265953
269342,Teaspoon,Artist/maker unknown,Early 19th century,Qing Dynasty (1644-1911),Flatware/Culinary Equipment,Height: 5 3/8 inches (13.7 cm),Silver,,"Bequest of Dorothy Fisher Reath, 1988","https://iiif.micr.io/NCQDA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/269342
276647,Bowl with Lid,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,5 1/2 x 9 inches (14 cm),Porcelain with overglaze enamel and gilt decoration; brass,"The delicate gold designs of floral motifs (perhaps peonies or lotus) closely resemble Chinese taste, while the bolder designs along the rims reflect the taste of the intended market, Thailand.","Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/cOcKS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/276647
276655,Bowl with Lid,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,5 1/2 x 8 3/4 inches (14 x 22.2 cm),Porcelain with overglaze enamel decoration and gilt decoration,"The very elaborate design seen on this bowl, perhaps inspired by textiles, was produced with a technique called lai nam thong, or “gold wash.” Such works require as many as three firings in the kiln: one for the plain glaze, one after the enamel colors have been painted onto the surface, and a third firing at a lower temperature after the gold has been applied.","Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/TNpaV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/276655
276659,Jar with Lid,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,3 x 2 1/4 inches (7.6 x 5.7 cm),Porcelain with overglaze enamel and gilt decoration; wood finial with gold,,"Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/zGgdd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/276659
277515,Bowl with Lid,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,3 1/8 x 4 3/4 inches (7.9 x 12.1 cm),Porcelain with overglaze enamel and gilt decoration,"This bowl was produced with a technique called lai nam thong, or “gold wash,” in which the artist outlines the enamel decoration with liquid bright gold. The cartouches alternately show heavenly beings called norasingh, which are half-man and half-lion, and theppanom, which are reverential figures.","Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/HwOvx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/277515
277519,Bowl with Lid,Artist/maker unknown,19th century,Qing Dynasty (1644-1911),Containers,5 1/4 x 8 inches (13.3 x 20.3 cm),Porcelain with overglaze enamel and gilt decoration; brass,,"Gift from Doris Duke's Southeastern Asian Art Collection, 2003","https://iiif.micr.io/LSYWJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/277519
295761,Man's Court Robe,Artist/maker unknown,Early 20th century,Qing Dynasty (1644-1911),Costume (including accessories),Center Back Length: 55 1/2 inches (141 cm),"Royal blue silk satin with multicolored silk embroidery and gold metallic couching; black silk satin with gold metallic couching; black silk satin with multicolored silk embroidery and gold metallic couching; gold meatllic and black silk complex weave; gold metallic braid; round brass-colored metal buttons; blue silk figured satin
",,"Gift of Clara Hufford, 2006","https://iiif.micr.io/mKcNg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/295761
325573,Saucer,Artist/maker unknown,Late 18th century,Qing Dynasty (1644-1911),Containers,Approximately: 1 1/4 × 4 5/8 inches (3.2 × 11.7 cm),Hard-paste porcelain with underglaze blue and gilt decoration,,"Gift of John Story Jenks, 1945","https://iiif.micr.io/biTJu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/325573
72296,Flower-Shaped Cup,Artist/maker unknown,1100-1200,Song Dynasty (960-1279),Containers,2 x 2 1/2 inches (5.1 x 6.4 cm),Jade,"This elegant, six-lobed cup is made from nephrite jade, a material venerated in China for its ritual significance, association with gentlemanly virtures, and physical properties, holding a place equivalent to that of gold in the West. Connoisseurs of the time appreciated this understated material and celebrated the purity of the form and texture of the stone, here emphasized by the absence of decoration in this cup.","Gift of the Far Eastern Art Committee in honor of Henry B. Keep, 1978","https://iiif.micr.io/fyMRp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/72296
141913,Wall Hanging-Chrysanthemum,Artist/maker unknown,17th-19th century,Qing Dynasty (1644-1911),Sculpture,49 x 17 inches (124.5 x 43.2 cm),Forged iron with wood frames,"Each panel in the set represents a season: the peony for spring, the lotus for summer, the chrysanthemum for autumn, and the plum blossom for winter.","Gift of Joseph Wasserman, 1929","https://iiif.micr.io/fGcNP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/141913
